5,4.123105625617661
5,3.0
5,4.123105625617661
5,1.0
5,2.23606797749979
5,1.0
5,3.605551275463989
5,2.23606797749979
5,1.0
5,2.23606797749979
26,1.4142135623730951
26,4.242640687119285
26,3.1622776601683795
26,8.0
26,3.1622776601683795
26,4.0
26,2.8284271247461903
26,6.0
26,2.8284271247461903
26,2.8284271247461903
7,2.23606797749979
7,2.23606797749979
7,2.23606797749979
7,3.0
7,4.123105625617661
7,2.23606797749979
7,1.0
7,1.0
7,1.0
7,3.0
7,1.0
7,5.0
7,3.0
7,1.0
7,2.23606797749979
7,3.605551275463989
7,2.23606797749979
7,1.0
7,3.0
7,1.0
25,3.0
25,7.0
25,6.708203932499369
25,6.082762530298219
25,5.0
25,1.0
25,5.385164807134504
25,5.0
25,6.082762530298219
25,4.123105625617661
28,3.1622776601683795
28,4.47213595499958
28,7.0710678118654755
28,3.1622776601683795
28,10.770329614269007
28,5.0990195135927845
28,6.324555320336759
28,1.4142135623730951
28,3.1622776601683795
28,0.0
26,3.1622776601683795
26,8.48528137423857
26,4.47213595499958
26,2.8284271247461903
26,2.0
26,7.0710678118654755
26,4.242640687119285
26,1.4142135623730951
26,5.0990195135927845
26,5.0990195135927845
